matrix_name,dim,nnz,matrix_type,data_type,matrix_layout,square
as-735_G_059.mtx,7716,6109,coordinate,pattern,symmetric,1
as-735_G_042.mtx,7716,6106,coordinate,pattern,symmetric,1
as-735_G_035.mtx,7716,6099,coordinate,pattern,symmetric,1
as-735_G_044.mtx,7716,6099,coordinate,pattern,symmetric,1
Journals.mtx,124,6096,coordinate,integer,symmetric,1
as-735_G_036.mtx,7716,6092,coordinate,pattern,symmetric,1
as-735_G_064.mtx,7716,6088,coordinate,pattern,symmetric,1
as-735_G_055.mtx,7716,6086,coordinate,pattern,symmetric,1
as-735_G_037.mtx,7716,6081,coordinate,pattern,symmetric,1
as-735_G_039.mtx,7716,6076,coordinate,pattern,symmetric,1
as-735_G_038.mtx,7716,6068,coordinate,pattern,symmetric,1
as-735_G_034.mtx,7716,6054,coordinate,pattern,symmetric,1
as-735_G_033.mtx,7716,6038,coordinate,pattern,symmetric,1
jpwh_991.mtx,991,6027,coordinate,integer,general,1
as-735_G_032.mtx,7716,6016,coordinate,pattern,symmetric,1
as-735_G_030.mtx,7716,6016,coordinate,pattern,symmetric,1
as-735_G_031.mtx,7716,6012,coordinate,pattern,symmetric,1
as-735_G_029.mtx,7716,6010,coordinate,pattern,symmetric,1
G50.mtx,3000,6000,coordinate,pattern,symmetric,1
G48.mtx,3000,6000,coordinate,pattern,symmetric,1
G49.mtx,3000,6000,coordinate,pattern,symmetric,1
as-735_G_028.mtx,7716,5990,coordinate,pattern,symmetric,1
fs_760_1.mtx,760,5976,coordinate,real,general,1
fs_760_3.mtx,760,5976,coordinate,real,general,1
fs_760_2.mtx,760,5976,coordinate,real,general,1
orsirr_2.mtx,886,5970,coordinate,real,general,1
G52.mtx,1000,5916,coordinate,pattern,symmetric,1
G54.mtx,1000,5916,coordinate,pattern,symmetric,1
G53.mtx,1000,5914,coordinate,pattern,symmetric,1
G51.mtx,1000,5909,coordinate,pattern,symmetric,1
fpga_dcop_21.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_02.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_29.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_32.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_36.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_03.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_19.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_12.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_44.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_39.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_48.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_28.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_33.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_37.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_46.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_43.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_23.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_18.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_51.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_50.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_13.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_45.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_49.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_01.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_24.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_31.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_35.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_40.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_22.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_26.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_30.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_47.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_15.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_41.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_11.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_38.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_20.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_34.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_14.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_16.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_17.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_27.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_42.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_25.mtx,1220,5892,coordinate,real,general,1
fpga_dcop_08.mtx,1220,5888,coordinate,real,general,1
fpga_dcop_09.mtx,1220,5888,coordinate,real,general,1
fpga_dcop_04.mtx,1220,5884,coordinate,real,general,1
fpga_dcop_10.mtx,1220,5884,coordinate,real,general,1
circuit204.mtx,1020,5883,coordinate,real,general,1
fpga_dcop_06.mtx,1220,5860,coordinate,real,general,1
fpga_dcop_07.mtx,1220,5855,coordinate,real,general,1
fpga_dcop_05.mtx,1220,5852,coordinate,real,general,1
dwt_1242.mtx,1242,5834,coordinate,pattern,symmetric,1
as-735_G_026.mtx,7716,5785,coordinate,pattern,symmetric,1
as-735_G_027.mtx,7716,5778,coordinate,pattern,symmetric,1
dwg961b.mtx,961,5776,coordinate,complex,symmetric,1
as-735_G_024.mtx,7716,5760,coordinate,pattern,symmetric,1
Reuters911_Day_15.mtx,13332,5754,coordinate,integer,symmetric,1
as-735_G_021.mtx,7716,5751,coordinate,pattern,symmetric,1
as-735_G_023.mtx,7716,5750,coordinate,pattern,symmetric,1
as-735_G_022.mtx,7716,5743,coordinate,pattern,symmetric,1
as-735_G_020.mtx,7716,5737,coordinate,pattern,symmetric,1
bauru5727_iv.mtx,1,5727,coordinate,pattern,general,0
bauru5727_E.mtx,40366,5727,coordinate,pattern,symmetric,1
juba40k_E.mtx,40337,5723,coordinate,pattern,symmetric,1
juba40k_iv.mtx,1,5723,coordinate,pattern,general,0
as-735_G_191.mtx,7716,5703,coordinate,pattern,symmetric,1
as-735_G_019.mtx,7716,5687,coordinate,pattern,symmetric,1
as-735_G_014.mtx,7716,5674,coordinate,pattern,symmetric,1
as-735_G_025.mtx,7716,5666,coordinate,pattern,symmetric,1
gre_1107.mtx,1107,5664,coordinate,real,general,1
as-735_G_018.mtx,7716,5663,coordinate,pattern,symmetric,1
as-735_G_013.mtx,7716,5660,coordinate,pattern,symmetric,1
as-735_G_015.mtx,7716,5658,coordinate,pattern,symmetric,1
as-735_G_017.mtx,7716,5657,coordinate,pattern,symmetric,1
as-735_G_016.mtx,7716,5637,coordinate,pattern,symmetric,1
as-735_G_011.mtx,7716,5634,coordinate,pattern,symmetric,1
rdb968.mtx,968,5632,coordinate,real,general,1
as-735_G_012.mtx,7716,5629,coordinate,pattern,symmetric,1
lp_grow15.mtx,645,5620,coordinate,real,general,0
as-735_G_009.mtx,7716,5607,coordinate,pattern,symmetric,1
as-735_G_010.mtx,7716,5603,coordinate,pattern,symmetric,1
as-735_G_007.mtx,7716,5595,coordinate,pattern,symmetric,1
as-735_G_005.mtx,7716,5587,coordinate,pattern,symmetric,1
as-735_G_003.mtx,7716,5581,coordinate,pattern,symmetric,1
as-735_G_004.mtx,7716,5563,coordinate,pattern,symmetric,1
as-735_G_008.mtx,7716,5556,coordinate,pattern,symmetric,1
as-735_G_001.mtx,7716,5539,coordinate,pattern,symmetric,1
as-735_G_002.mtx,7716,5537,coordinate,pattern,symmetric,1
lp_bnl1.mtx,1586,5532,coordinate,real,general,0
as-735_G_006.mtx,7716,5515,coordinate,pattern,symmetric,1
jagmesh4.mtx,1440,5472,coordinate,pattern,symmetric,1
lp_scfxm2.mtx,1200,5469,coordinate,real,general,0
n2c6-b3.mtx,455,5460,coordinate,integer,general,0
n3c6-b3.mtx,455,5460,coordinate,integer,general,0
email.mtx,1133,5451,coordinate,pattern,symmetric,1
west1505.mtx,1505,5445,coordinate,real,general,1
can_838.mtx,838,5424,coordinate,pattern,symmetric,1
n4c5-b3.mtx,455,5400,coordinate,integer,general,0
rajat19.mtx,1157,5399,coordinate,real,general,1
GL6_D_7.mtx,470,5378,coordinate,integer,general,0
M40PI_n.mtx,2182,5341,coordinate,real,general,1
S40PI_n.mtx,2182,5341,coordinate,real,general,1
lpi_pilot4i.mtx,1123,5264,coordinate,real,general,0
lp_pilot4.mtx,1123,5264,coordinate,real,general,0
jagmesh9.mtx,1349,5225,coordinate,pattern,symmetric,1
jagmesh6.mtx,1377,5185,coordinate,pattern,symmetric,1
tols2000.mtx,2000,5184,coordinate,real,general,1
rail_1357_E.mtx,1357,5177,coordinate,real,symmetric,1
rail_1357.mtx,1357,5171,coordinate,real,symmetric,1
Franz1.mtx,768,5120,coordinate,integer,general,0
Reuters911_Day_11.mtx,13332,5120,coordinate,integer,symmetric,1
de063157.mtx,1908,5119,coordinate,real,general,0
rel6.mtx,157,5101,coordinate,integer,general,0
de080285.mtx,1908,5082,coordinate,real,general,0
Roget.mtx,1022,5075,coordinate,pattern,general,1
lpi_klein2.mtx,531,5062,coordinate,integer,general,0
M40PI_n1.mtx,2028,5007,coordinate,real,general,1
S40PI_n1.mtx,2028,5007,coordinate,real,general,1
laser.mtx,3002,5000,coordinate,real,symmetric,1
lshp1270.mtx,1270,4969,coordinate,pattern,symmetric,1
sc205-2r_A_07.mtx,2519,4967,coordinate,real,general,0
Chem97ZtZ.mtx,2541,4951,coordinate,real,symmetric,1
SmaGri.mtx,1059,4919,coordinate,integer,general,1
de063155.mtx,1848,4913,coordinate,real,general,0
Reuters911_Day_16.mtx,13332,4893,coordinate,integer,symmetric,1
bp_1600.mtx,822,4841,coordinate,real,general,1
plsk1919.mtx,1919,4831,coordinate,real,skew-symmetric,1
dwt_1005.mtx,1005,4813,coordinate,pattern,symmetric,1
dwt_1007.mtx,1007,4791,coordinate,pattern,symmetric,1
bp_1400.mtx,822,4790,coordinate,real,general,1
lp_agg3.mtx,758,4756,coordinate,real,general,0
lp_agg2.mtx,758,4740,coordinate,real,general,0
well1033.mtx,320,4732,coordinate,real,general,0
illc1033.mtx,320,4732,coordinate,real,general,0
bp_1200.mtx,822,4726,coordinate,real,general,1
mk10-b4.mtx,4725,4725,coordinate,integer,general,0
as-735_G_730.mtx,7716,4715,coordinate,pattern,symmetric,1
hor_131.mtx,434,4710,coordinate,real,general,1
as-735_G_728.mtx,7716,4707,coordinate,pattern,symmetric,1
Reuters911_Day_10.mtx,13332,4705,coordinate,integer,symmetric,1
G14.mtx,800,4694,coordinate,pattern,symmetric,1
G18.mtx,800,4694,coordinate,integer,symmetric,1
as-735_G_729.mtx,7716,4683,coordinate,pattern,symmetric,1
cdde3.mtx,961,4681,coordinate,real,general,1
cdde6.mtx,961,4681,coordinate,real,general,1
cdde1.mtx,961,4681,coordinate,real,general,1
cdde2.mtx,961,4681,coordinate,real,general,1
cdde5.mtx,961,4681,coordinate,real,general,1
cdde4.mtx,961,4681,coordinate,real,general,1
as-735_G_731.mtx,7716,4676,coordinate,pattern,symmetric,1
as-735_G_719.mtx,7716,4675,coordinate,pattern,symmetric,1
G20.mtx,800,4672,coordinate,integer,symmetric,1
G16.mtx,800,4672,coordinate,pattern,symmetric,1
G17.mtx,800,4667,coordinate,pattern,symmetric,1
G21.mtx,800,4667,coordinate,integer,symmetric,1
G19.mtx,800,4661,coordinate,integer,symmetric,1
bp_1000.mtx,822,4661,coordinate,real,general,1
G15.mtx,800,4661,coordinate,pattern,symmetric,1
as-735_G_722.mtx,7716,4659,coordinate,pattern,symmetric,1
l9.mtx,1483,4659,coordinate,real,general,0
as-735_G_726.mtx,7716,4653,coordinate,pattern,symmetric,1
as-735_G_716.mtx,7716,4642,coordinate,pattern,symmetric,1
rdb800l.mtx,800,4640,coordinate,real,general,1
as-735_G_721.mtx,7716,4638,coordinate,pattern,symmetric,1
as-735_G_727.mtx,7716,4637,coordinate,pattern,symmetric,1
as-735_G_714.mtx,7716,4634,coordinate,pattern,symmetric,1
as-735_G_723.mtx,7716,4629,coordinate,pattern,symmetric,1
bibd_11_5.mtx,462,4620,coordinate,pattern,general,0
as-735_G_718.mtx,7716,4604,coordinate,pattern,symmetric,1
Reuters911_Day_07.mtx,13332,4602,coordinate,integer,symmetric,1
as-735_G_717.mtx,7716,4596,coordinate,pattern,symmetric,1
as-735_G_725.mtx,7716,4594,coordinate,pattern,symmetric,1
as-735_G_724.mtx,7716,4587,coordinate,pattern,symmetric,1
as-735_G_715.mtx,7716,4584,coordinate,pattern,symmetric,1
as-735_G_720.mtx,7716,4580,coordinate,pattern,symmetric,1
as-735_G_713.mtx,7716,4576,coordinate,pattern,symmetric,1
IG5-9.mtx,540,4570,coordinate,integer,general,0
lp_tuff.mtx,628,4561,coordinate,real,general,0
bp_800.mtx,822,4534,coordinate,real,general,1
scagr7-2r_A_05.mtx,1751,4525,coordinate,real,general,0
qiulp.mtx,1900,4492,coordinate,real,general,0
Trefethen_500.mtx,500,4489,coordinate,integer,symmetric,1
jagmesh5.mtx,1180,4465,coordinate,pattern,symmetric,1
lp_ship04s.mtx,1506,4400,coordinate,real,general,0
pde900.mtx,900,4380,coordinate,real,general,1
EX1.mtx,560,4368,coordinate,pattern,symmetric,1
EX2.mtx,560,4368,coordinate,pattern,symmetric,1
Maragal_2.mtx,350,4357,coordinate,real,general,0
ex1.mtx,216,4352,coordinate,real,general,1
GL6_D_9.mtx,545,4349,coordinate,integer,general,0
N_biocarta.mtx,1996,4335,coordinate,integer,general,0
gr_30_30.mtx,900,4322,coordinate,integer,symmetric,1
ch6-6-b5.mtx,4320,4320,coordinate,integer,general,0
lp_scsd6.mtx,1350,4316,coordinate,real,general,0
jagmesh8.mtx,1141,4303,coordinate,pattern,symmetric,1
jagmesh7.mtx,1138,4294,coordinate,pattern,symmetric,1
fs_541_2.mtx,541,4285,coordinate,real,general,1
fs_541_1.mtx,541,4285,coordinate,real,general,1
fs_541_3.mtx,541,4285,coordinate,real,general,1
fs_541_4.mtx,541,4285,coordinate,real,general,1
b_dyn.mtx,1089,4264,coordinate,real,general,1
t2dal_e.mtx,4257,4257,coordinate,real,symmetric,1
t2dal_bci_E.mtx,4257,4257,coordinate,real,symmetric,1
t2dal_E.mtx,4257,4257,coordinate,real,symmetric,1
TF12.mtx,552,4231,coordinate,integer,general,0
b2_ss.mtx,1089,4228,coordinate,real,general,1
jagmesh3.mtx,1089,4225,coordinate,pattern,symmetric,1
lp_nug07.mtx,931,4214,coordinate,integer,general,0
lp_degen2.mtx,757,4201,coordinate,integer,general,0
bp_600.mtx,822,4172,coordinate,real,general,1
scfxm1-2r_A_1.mtx,1179,4164,coordinate,real,general,0
scfxm1-2b_A_1.mtx,1179,4164,coordinate,real,general,0
dwt_878.mtx,878,4163,coordinate,pattern,symmetric,1
dwt_918.mtx,918,4151,coordinate,pattern,symmetric,1
bcsstk07.mtx,420,4140,coordinate,real,symmetric,1
bcsstk06.mtx,420,4140,coordinate,real,symmetric,1
bcspwr09.mtx,1723,4117,coordinate,pattern,symmetric,1
bfly_G_06.mtx,2048,4096,coordinate,pattern,symmetric,1
debr_G_09.mtx,2048,4093,coordinate,pattern,symmetric,1
diag.mtx,2559,4092,coordinate,pattern,symmetric,1
young1c.mtx,841,4089,coordinate,complex,general,1
young2c.mtx,841,4089,coordinate,complex,general,1
young4c.mtx,841,4089,coordinate,complex,general,1
dwt_869.mtx,869,4077,coordinate,pattern,symmetric,1
M80PI_n_E.mtx,4182,4063,coordinate,real,symmetric,1
S80PI_n_E.mtx,4182,4063,coordinate,real,symmetric,1
nnc666.mtx,666,4044,coordinate,real,general,1
M80PI_n1_E.mtx,4028,4028,coordinate,real,symmetric,1
S80PI_n1_E.mtx,4028,4028,coordinate,real,symmetric,1
bp_400.mtx,822,4028,coordinate,real,general,1
Reuters911_Day_31.mtx,13332,4025,coordinate,integer,symmetric,1
lp_stair.mtx,614,4003,coordinate,real,general,0
G32.mtx,2000,4000,coordinate,integer,symmetric,1
G33.mtx,2000,4000,coordinate,integer,symmetric,1
G34.mtx,2000,4000,coordinate,integer,symmetric,1
olm1000.mtx,1000,3996,coordinate,real,general,1
tub1000.mtx,1000,3996,coordinate,real,general,1
cis-n4c6-b2.mtx,210,3990,coordinate,integer,general,0
n4c6-b2.mtx,210,3990,coordinate,integer,general,0
young3c.mtx,841,3988,coordinate,real,general,1
Reuters911_Day_56.mtx,13332,3988,coordinate,integer,symmetric,1
jagmesh2.mtx,1009,3937,coordinate,pattern,symmetric,1
lshp1009.mtx,1009,3937,coordinate,pattern,symmetric,1
can_634.mtx,634,3931,coordinate,pattern,symmetric,1
sc205-2r_A_06.mtx,1973,3889,coordinate,real,general,0
Reuters911_Day_09.mtx,13332,3884,coordinate,integer,symmetric,1
ck656.mtx,656,3884,coordinate,real,general,1
lp_standmps.mtx,1274,3878,coordinate,real,general,0
nemscem.mtx,1712,3840,coordinate,real,general,0
bcspwr08.mtx,1624,3837,coordinate,pattern,symmetric,1
bcsstm07.mtx,420,3836,coordinate,real,symmetric,1
bcsstk19.mtx,817,3835,coordinate,real,symmetric,1
scagr7-2r_A_04.mtx,1481,3825,coordinate,real,general,0
Reuters911_Day_36.mtx,13332,3822,coordinate,integer,symmetric,1
Reuters911_Day_25.mtx,13332,3822,coordinate,integer,symmetric,1
Reuters911_Day_28.mtx,13332,3816,coordinate,integer,symmetric,1
QRpivot.mtx,749,3808,coordinate,real,general,0
bp_200.mtx,822,3802,coordinate,real,general,1
sherman4.mtx,1104,3786,coordinate,real,general,1
mk9-b2.mtx,378,3780,coordinate,integer,general,0
mk9-b3.mtx,1260,3780,coordinate,integer,general,0
steam1.mtx,240,3762,coordinate,real,general,1
scrs8-2r_A_05.mtx,1771,3719,coordinate,real,general,0
scrs8-2c_A_4.mtx,1771,3719,coordinate,real,general,0
bcspwr07.mtx,1612,3718,coordinate,pattern,symmetric,1
pltexpa_A_1.mtx,1820,3703,coordinate,integer,general,0
can_715.mtx,715,3690,coordinate,pattern,symmetric,1
Reuters911_Day_17.mtx,13332,3687,coordinate,integer,symmetric,1
bfwa398.mtx,398,3678,coordinate,real,general,1
Reuters911_Day_37.mtx,13332,3675,coordinate,integer,symmetric,1
scsd8-2r_A_03.mtx,1190,3650,coordinate,real,general,0
scsd8-2r_A_02.mtx,1190,3650,coordinate,real,general,0
TSOPF_RS_b9_c6_b.mtx,5,3613,coordinate,real,general,0
Reuters911_Day_27.mtx,13332,3610,coordinate,integer,symmetric,1
jagmesh1.mtx,936,3600,coordinate,pattern,symmetric,1
bcsstm21.mtx,3600,3600,coordinate,real,symmetric,1
Reuters911_Day_39.mtx,13332,3568,coordinate,integer,symmetric,1
Reuters911_Day_22.mtx,13332,3566,coordinate,integer,symmetric,1
bcsstm24.mtx,3562,3562,coordinate,real,symmetric,1
lp_shell.mtx,1777,3558,coordinate,integer,general,0
Reuters911_Day_35.mtx,13332,3548,coordinate,integer,symmetric,1
tols1090.mtx,1090,3546,coordinate,real,general,1
Reuters911_Day_21.mtx,13332,3543,coordinate,integer,symmetric,1
ukerbe1_dual.mtx,1866,3538,coordinate,pattern,symmetric,1
west0989.mtx,989,3537,coordinate,real,general,1
Reuters911_Day_52.mtx,13332,3523,coordinate,integer,symmetric,1
pores_3.mtx,532,3474,coordinate,real,general,1
Reuters911_Day_53.mtx,13332,3465,coordinate,integer,symmetric,1
nsic_A_2.mtx,897,3449,coordinate,integer,general,0
nsic.mtx,897,3449,coordinate,integer,general,0
Reuters911_Day_08.mtx,13332,3437,coordinate,integer,symmetric,1
as-735_G_710.mtx,7716,3422,coordinate,pattern,symmetric,1
lp_beaconfd.mtx,295,3408,coordinate,real,general,0
Reuters911_Day_18.mtx,13332,3405,coordinate,integer,symmetric,1
Reuters911_Day_54.mtx,13332,3390,coordinate,integer,symmetric,1
as-735_G_711.mtx,7716,3386,coordinate,pattern,symmetric,1
bfwb782.mtx,782,3382,coordinate,real,symmetric,1
as-735_G_709.mtx,7716,3379,coordinate,pattern,symmetric,1
bcspwr06.mtx,1454,3377,coordinate,pattern,symmetric,1
as-735_G_712.mtx,7716,3376,coordinate,pattern,symmetric,1
dwt_758.mtx,758,3376,coordinate,pattern,symmetric,1
small_A_08.mtx,1432,3374,coordinate,real,general,0
qh882.mtx,882,3354,coordinate,real,general,1
small_A_09.mtx,1434,3342,coordinate,real,general,0
lp_standgub.mtx,1383,3339,coordinate,real,general,0
small_A_10.mtx,1433,3328,coordinate,real,general,0
small_A_11.mtx,1433,3322,coordinate,real,general,0
small_A_07.mtx,1433,3319,coordinate,real,general,0
small_A_06.mtx,1440,3317,coordinate,real,general,0
small_A_13.mtx,1429,3309,coordinate,real,general,0
minnesota.mtx,2642,3303,coordinate,pattern,symmetric,1
small_A_12.mtx,1428,3300,coordinate,real,general,0
lp_scrs8.mtx,1275,3288,coordinate,real,general,0
small_A_05.mtx,1440,3283,coordinate,real,general,0
small_A_14.mtx,1424,3282,coordinate,real,general,0
str_600.mtx,363,3279,coordinate,real,general,1
bp_0.mtx,822,3276,coordinate,real,general,1
nsic_A_1.mtx,883,3273,coordinate,integer,general,0
dwt_503.mtx,503,3265,coordinate,pattern,symmetric,1
small_A_03.mtx,1440,3246,coordinate,real,general,0
small_A_16.mtx,1406,3243,coordinate,real,general,0
small_A_04.mtx,1435,3240,coordinate,real,general,0
bibd_81_2.mtx,3240,3240,coordinate,pattern,symmetric,1
sctap1-2r_A_03.mtx,1122,3230,coordinate,integer,general,0
sctap1-2r_A_02.mtx,1122,3230,coordinate,integer,general,0
lp_standata.mtx,1274,3230,coordinate,real,general,0
small_A_15.mtx,1410,3207,coordinate,real,general,0
small_A_17.mtx,1400,3207,coordinate,real,general,0
small.mtx,1400,3207,coordinate,real,general,0
Reuters911_Day_47.mtx,13332,3200,coordinate,integer,symmetric,1
Reuters911_Day_50.mtx,13332,3182,coordinate,integer,symmetric,1
cz308.mtx,308,3182,coordinate,real,general,1
lp_modszk1.mtx,1620,3168,coordinate,real,general,0
str_400.mtx,363,3157,coordinate,real,general,1
utm300.mtx,300,3155,coordinate,real,general,1
scrs8-2r_A_04.mtx,1501,3149,coordinate,real,general,0
small_A_02.mtx,1413,3144,coordinate,real,general,0
ch8-8-b1.mtx,64,3136,coordinate,integer,general,0
Reuters911_Day_49.mtx,13332,3135,coordinate,integer,symmetric,1
bcsstm23.mtx,3134,3134,coordinate,real,symmetric,1
Reuters911_Day_40.mtx,13332,3133,coordinate,integer,symmetric,1
Reuters911_Day_26.mtx,13332,3125,coordinate,integer,symmetric,1
Reuters911_Day_32.mtx,13332,3124,coordinate,integer,symmetric,1
Reuters911_Day_59.mtx,13332,3095,coordinate,integer,symmetric,1
cage7.mtx,340,3084,coordinate,real,general,1
bips07_3078_E.mtx,21128,3078,coordinate,pattern,symmetric,1
bips07_3078_iv.mtx,1,3078,coordinate,pattern,general,0
Reuters911_Day_30.mtx,13332,3076,coordinate,integer,symmetric,1
plat362.mtx,362,3074,coordinate,real,symmetric,1
ccc_G_06.mtx,2048,3072,coordinate,pattern,symmetric,1
se_G_09.mtx,2048,3070,coordinate,pattern,symmetric,1
str_200.mtx,363,3068,coordinate,real,general,1
Reuters911_Day_34.mtx,13332,3068,coordinate,integer,symmetric,1
n2c6-b9.mtx,1470,3060,coordinate,integer,general,0
delaunay_n10.mtx,1024,3056,coordinate,pattern,symmetric,1
small_A_01.mtx,1435,3044,coordinate,real,general,0
Reuters911_Day_33.mtx,13332,3032,coordinate,integer,symmetric,1
model1.mtx,798,3028,coordinate,real,general,0
lshp_778.mtx,778,3025,coordinate,pattern,symmetric,1
ch7-9-b1.mtx,63,3024,coordinate,integer,general,0
xingo3012_E.mtx,20944,3012,coordinate,pattern,symmetric,1
Reuters911_Day_23.mtx,13332,2993,coordinate,integer,symmetric,1
Reuters911_Day_20.mtx,13332,2983,coordinate,integer,symmetric,1
bibd_12_4.mtx,495,2970,coordinate,pattern,general,0
mk12-b1.mtx,66,2970,coordinate,integer,general,0
D_11.mtx,461,2952,coordinate,integer,general,0
wm3.mtx,260,2948,coordinate,real,general,0
wm2.mtx,260,2942,coordinate,real,general,0
Reuters911_Day_38.mtx,13332,2941,coordinate,integer,symmetric,1
descriptor_xingo6u_E.mtx,20738,2940,coordinate,pattern,symmetric,1
Reuters911_Day_44.mtx,13332,2935,coordinate,integer,symmetric,1
qh768.mtx,768,2934,coordinate,real,general,1
lpi_pang.mtx,741,2933,coordinate,real,general,0
Reuters911_Day_48.mtx,13332,2919,coordinate,integer,symmetric,1
wm1.mtx,277,2909,coordinate,real,general,0
Reuters911_Day_51.mtx,13332,2889,coordinate,integer,symmetric,1
Reuters911_Day_60.mtx,13332,2883,coordinate,integer,symmetric,1
M20PI_n.mtx,1182,2881,coordinate,real,general,1
S20PI_n.mtx,1182,2881,coordinate,real,general,1
dwt_607.mtx,607,2869,coordinate,pattern,symmetric,1
lp_agg.mtx,615,2862,coordinate,real,general,0
ck400.mtx,400,2860,coordinate,real,general,1
west0655.mtx,655,2854,coordinate,real,general,1
dwt_592.mtx,592,2848,coordinate,pattern,symmetric,1
Reuters911_Day_29.mtx,13332,2841,coordinate,integer,symmetric,1
nemsafm.mtx,2348,2826,coordinate,real,general,0
nos5.mtx,468,2820,coordinate,real,symmetric,1
cca_G_06.mtx,2048,2816,coordinate,pattern,symmetric,1
lns_511.mtx,511,2796,coordinate,real,general,1
lnsp_511.mtx,511,2796,coordinate,real,general,1
problem1.mtx,415,2779,coordinate,real,general,1
Reuters911_Day_12.mtx,13332,2775,coordinate,integer,symmetric,1
Reuters911_Day_41.mtx,13332,2774,coordinate,integer,symmetric,1
lp_e226.mtx,472,2768,coordinate,real,general,0
lp_finnis.mtx,1064,2760,coordinate,real,general,0
jazz.mtx,198,2742,coordinate,integer,symmetric,1
netscience.mtx,1589,2742,coordinate,real,symmetric,1
lp_scfxm1.mtx,600,2732,coordinate,real,general,0
Reuters911_Day_14.mtx,13332,2695,coordinate,integer,symmetric,1
nos7.mtx,729,2673,coordinate,real,symmetric,1
mcca.mtx,180,2659,coordinate,real,general,1
Reuters911_Day_55.mtx,13332,2652,coordinate,integer,symmetric,1
fs_680_1.mtx,680,2646,coordinate,real,general,1
fs_680_2.mtx,680,2646,coordinate,real,general,1
fs_680_3.mtx,680,2646,coordinate,real,general,1
TSOPF_RS_b162_c1_b.mtx,49,2645,coordinate,real,general,0
Harvard500.mtx,500,2636,coordinate,pattern,general,1
lp_grow7.mtx,301,2612,coordinate,real,general,0
gams60am.mtx,1071,2607,coordinate,real,general,0
1138_bus.mtx,1138,2596,coordinate,real,symmetric,1
lpi_reactor.mtx,808,2591,coordinate,real,general,0
rdb450l.mtx,450,2580,coordinate,real,general,1
rdb450.mtx,450,2580,coordinate,real,general,1
Reuters911_Day_45.mtx,13332,2579,coordinate,integer,symmetric,1
netz4504.mtx,1961,2578,coordinate,pattern,symmetric,1
Reuters911_Day_61.mtx,13332,2576,coordinate,integer,symmetric,1
cage.mtx,366,2562,coordinate,pattern,symmetric,1
cage_G_45.mtx,366,2562,coordinate,pattern,symmetric,1
S20PI_n1.mtx,1028,2547,coordinate,real,general,1
M20PI_n1.mtx,1028,2547,coordinate,real,general,1
nos2.mtx,957,2547,coordinate,real,symmetric,1
lp_etamacro.mtx,816,2537,coordinate,real,general,0
lpi_bgetam.mtx,816,2537,coordinate,real,general,0
GL6_D_6.mtx,201,2526,coordinate,integer,general,0
sc205-2r_A_05.mtx,1271,2503,coordinate,real,general,0
dw256B.mtx,512,2500,coordinate,real,general,1
dwb512.mtx,512,2500,coordinate,real,general,1
lp_bandm.mtx,472,2494,coordinate,real,general,0
