matrix_name,dim,nnz,data_type,matrix_layout,density,sparsity
Kuu.mtx,7102,173651,real,symmetric,0.00340,0.99660
Muu.mtx,7102,88618,real,symmetric,0.00180,0.99820
bips98_606.mtx,7135,34738,real,general,0.00070,0.99930
TSOPF_RS_b9_c6.mtx,7224,54082,real,general,0.00100,0.99900
eurqsa.mtx,7245,25633,real,symmetric,0.00050,0.99950
goodwin.mtx,7320,324784,real,general,0.00610,0.99390
lhr07.mtx,7337,156508,real,general,0.00290,0.99710
lhr07c.mtx,7337,156508,real,general,0.00290,0.99710
geom.mtx,7343,11898,integer,symmetric,0.00020,0.99980
c-36.mtx,7479,36710,real,symmetric,0.00070,0.99930
sinc12.mtx,7500,294986,real,general,0.00520,0.99480
fd12.mtx,7500,28462,real,general,0.00050,0.99950
fp.mtx,7548,848553,real,general,0.01490,0.98510
rajat13.mtx,7598,48922,real,general,0.00080,0.99920
rajat03.mtx,7602,32653,real,general,0.00060,0.99940
ex40.mtx,7740,458012,real,general,0.00760,0.99240
GT01R.mtx,7980,430909,real,general,0.00680,0.99320
G65.mtx,8000,16000,integer,symmetric,0.00030,0.99980
bcsstk38.mtx,8032,181746,real,symmetric,0.00280,0.99720
bcsstm38.mtx,8032,7842,real,symmetric,0.00010,0.99990
Pd.mtx,8081,13036,real,general,0.00020,0.99980
c-38.mtx,8127,42908,real,symmetric,0.00070,0.99940
TSC_OPF_1047.mtx,8140,1012521,real,symmetric,0.01530,0.98470
dw4096.mtx,8192,41746,real,general,0.00060,0.99940
dw8192.mtx,8192,41746,real,general,0.00060,0.99940
c-37.mtx,8204,41440,real,symmetric,0.00060,0.99940
aft01.mtx,8205,66886,real,symmetric,0.00100,0.99900
benzene.mtx,8219,125444,real,symmetric,0.00190,0.99810
hep-th.mtx,8361,15751,real,symmetric,0.00020,0.99980
Kaufhold.mtx,8765,42471,real,general,0.00060,0.99940
Lederberg.mtx,8843,41601,integer,general,0.00050,0.99950
G66.mtx,9000,18000,integer,symmetric,0.00020,0.99980
nd3k.mtx,9000,1644345,real,symmetric,0.02030,0.97970
graham1.mtx,9035,335504,real,general,0.00410,0.99590
mark3jac020.mtx,9129,56175,real,general,0.00070,0.99930
mark3jac020sc.mtx,9129,56175,real,general,0.00070,0.99930
c-39.mtx,9271,73041,real,symmetric,0.00090,0.99920
nemeth26.mtx,9506,760633,real,symmetric,0.00840,0.99160
nemeth25.mtx,9506,760632,real,symmetric,0.00840,0.99160
nemeth23.mtx,9506,758158,real,symmetric,0.00840,0.99160
nemeth24.mtx,9506,758028,real,symmetric,0.00840,0.99160
nemeth22.mtx,9506,684169,real,symmetric,0.00760,0.99240
nemeth21.mtx,9506,591626,real,symmetric,0.00650,0.99350
nemeth20.mtx,9506,490688,real,symmetric,0.00540,0.99460
nemeth19.mtx,9506,413904,real,symmetric,0.00460,0.99540
nemeth01.mtx,9506,367280,real,symmetric,0.00410,0.99590
nemeth18.mtx,9506,352370,real,symmetric,0.00390,0.99610
nemeth17.mtx,9506,319563,real,symmetric,0.00350,0.99650
nemeth16.mtx,9506,298259,real,symmetric,0.00330,0.99670
nemeth15.mtx,9506,274654,real,symmetric,0.00300,0.99700
nemeth14.mtx,9506,252825,real,symmetric,0.00280,0.99720
nemeth13.mtx,9506,241989,real,symmetric,0.00270,0.99730
nemeth12.mtx,9506,228162,real,symmetric,0.00250,0.99750
nemeth11.mtx,9506,208885,real,symmetric,0.00230,0.99770
nemeth10.mtx,9506,205477,real,symmetric,0.00230,0.99770
nemeth09.mtx,9506,202506,real,symmetric,0.00220,0.99780
nemeth08.mtx,9506,202161,real,symmetric,0.00220,0.99780
nemeth07.mtx,9506,202159,real,symmetric,0.00220,0.99780
nemeth05.mtx,9506,202157,real,symmetric,0.00220,0.99780
nemeth04.mtx,9506,202157,real,symmetric,0.00220,0.99780
nemeth06.mtx,9506,202157,real,symmetric,0.00220,0.99780
nemeth02.mtx,9506,202157,real,symmetric,0.00220,0.99780
nemeth03.mtx,9506,202157,real,symmetric,0.00220,0.99780
coater2.mtx,9540,207308,real,general,0.00230,0.99770
fv1.mtx,9604,47434,real,symmetric,0.00050,0.99950
flowmeter5.mtx,9669,67391,real,general,0.00070,0.99930
flowmeter0.mtx,9669,38530,real,symmetric,0.00040,0.99960
flowmeter5_E.mtx,9669,9669,real,symmetric,0.00010,0.99990
flowmeter0_E.mtx,9669,9669,real,symmetric,0.00010,0.99990
bips98_1142.mtx,9735,40983,real,general,0.00040,0.99960
c-41.mtx,9769,55757,real,symmetric,0.00060,0.99940
TSC_OPF_300.mtx,9774,415289,real,symmetric,0.00430,0.99570
t2d_q9_A_06.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_05.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_13.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_21.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_33.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_23.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_32.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_24.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_03.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_27.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_36.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_28.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_11.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_03.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_26.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_38.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_22.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_35.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_43.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_08.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_13.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_42.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_31.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_09.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_14.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_23.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_02.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_33.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_41.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_45.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_19.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_07.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_15.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_15.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_44.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_39.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_29.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_10.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_04.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_01.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_37.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_18.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_22.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_40.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_24.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_45.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_39.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_17.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_14.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_16.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_11.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_12.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_25.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_37.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_02.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_30.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_01.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_05.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_04.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_16.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_34.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_08.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_44.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_10.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_38.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_07.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_27.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_36.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_31.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_42.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_34.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_18.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_30.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_12.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_32.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_17.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_26.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_40.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_06.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_20.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_09.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_29.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_43.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_41.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_28.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_21.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_25.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_35.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q4_A_20.mtx,9801,87025,real,general,0.00090,0.99910
t2d_q9_A_19.mtx,9801,87025,real,general,0.00090,0.99910
fv2.mtx,9801,48413,real,symmetric,0.00050,0.99950
fv3.mtx,9801,48413,real,symmetric,0.00050,0.99950
c-40.mtx,9941,45721,real,symmetric,0.00050,0.99950
G67.mtx,10000,20000,integer,symmetric,0.00020,0.99980
cryg10000.mtx,10000,49699,real,general,0.00050,0.99950
bloweybq.mtx,10001,39996,real,symmetric,0.00040,0.99960
cz10228.mtx,10228,102876,real,general,0.00100,0.99900
sit100.mtx,10262,34094,real,symmetric,0.00030,0.99970
c-42.mtx,10471,60378,real,symmetric,0.00060,0.99940
bundle1.mtx,10581,390741,real,symmetric,0.00350,0.99650
ted_A.mtx,10605,424587,real,general,0.00380,0.99620
ted_A_unscaled.mtx,10605,424587,real,general,0.00380,0.99620
ted_B.mtx,10605,77592,real,symmetric,0.00070,0.99930
ted_B_unscaled.mtx,10605,77592,real,symmetric,0.00070,0.99930
FA.mtx,10617,72176,real,general,0.00060,0.99940
lhr10c.mtx,10672,232633,real,general,0.00200,0.99800
lhr10.mtx,10672,232633,real,general,0.00200,0.99800
PGPgiantcompo.mtx,10680,24316,integer,symmetric,0.00020,0.99980
c-44.mtx,10728,47864,real,symmetric,0.00040,0.99960
nopoly.mtx,10774,40808,integer,symmetric,0.00040,0.99960
TSOPF_FS_b162_c1.mtx,10798,305732,real,symmetric,0.00260,0.99740
msc10848.mtx,10848,620313,real,symmetric,0.00530,0.99470
igbt3.mtx,10938,234006,real,general,0.00200,0.99800
lhr11.mtx,10964,233741,real,general,0.00190,0.99810
lhr11c.mtx,10964,233741,real,general,0.00190,0.99810
bcsstk17.mtx,10974,219812,real,symmetric,0.00180,0.99820
CurlCurl_0.mtx,11083,62213,real,symmetric,0.00050,0.99950
k3plates.mtx,11107,378927,real,general,0.00310,0.99690
m3plates.mtx,11107,6639,real,symmetric,0.00010,0.99990
c-43.mtx,11125,67400,real,symmetric,0.00050,0.99950
bips98_1450.mtx,11305,44678,real,general,0.00040,0.99970
coupled.mtx,11341,98523,real,general,0.00080,0.99920
cage10.mtx,11397,150645,real,general,0.00120,0.99880
t2dah.mtx,11445,93781,real,symmetric,0.00070,0.99930
t2dah_E.mtx,11445,93781,real,symmetric,0.00070,0.99930
t2dah_a.mtx,11445,93781,real,symmetric,0.00070,0.99930
t2dah_e.mtx,11445,93781,real,symmetric,0.00070,0.99930
sinc15.mtx,11532,568526,real,general,0.00430,0.99570
fd15.mtx,11532,44206,real,general,0.00030,0.99970
nopss_11k.mtx,11685,44941,real,general,0.00030,0.99970
inlet.mtx,11730,328323,real,general,0.00240,0.99760
inlet_E.mtx,11730,95316,real,general,0.00070,0.99930
pesa.mtx,11738,79566,integer,general,0.00060,0.99940
g7jac040.mtx,11790,114671,real,general,0.00080,0.99920
g7jac040sc.mtx,11790,114671,real,general,0.00080,0.99920
bcsstk18.mtx,11948,80519,real,symmetric,0.00060,0.99940
linverse.mtx,11999,53988,real,symmetric,0.00040,0.99960
ex19.mtx,12005,259879,real,general,0.00180,0.99820
ncvxqp1.mtx,12111,40537,real,symmetric,0.00030,0.99970
circuit_3.mtx,12127,48137,real,general,0.00030,0.99970
vibrobox.mtx,12328,177578,real,symmetric,0.00120,0.99880
sme3Da.mtx,12504,874887,real,general,0.00560,0.99440
stokes64.mtx,12546,74242,real,symmetric,0.00050,0.99950
stokes64s.mtx,12546,74242,real,symmetric,0.00050,0.99950
tuma2.mtx,12992,28440,real,symmetric,0.00020,0.99980
c-45.mtx,13206,93829,real,symmetric,0.00050,0.99950
big.mtx,13209,91465,integer,general,0.00050,0.99950
xingo_afonso_itaipu.mtx,13250,48735,real,general,0.00030,0.99970
mimo46x46_system.mtx,13250,48735,real,general,0.00030,0.99970
mimo28x28_system.mtx,13251,48737,real,general,0.00030,0.99970
ww_vref_6405.mtx,13251,48737,real,general,0.00030,0.99970
bips07_1693.mtx,13275,49044,real,general,0.00030,0.99970
zeros_nopss_13k.mtx,13296,48827,real,general,0.00030,0.99970
mimo8x8_system.mtx,13309,48872,real,general,0.00030,0.99970
Reuters911.mtx,13332,148038,integer,symmetric,0.00080,0.99920
Reuters911_Day_02.mtx,13332,13919,integer,symmetric,0.00010,0.99990
Reuters911_Day_01.mtx,13332,9318,integer,symmetric,0.00010,0.99990
Reuters911_Day_05.mtx,13332,8834,integer,symmetric,0.00010,1.00000
Reuters911_Day_06.mtx,13332,7945,integer,symmetric,0.00000,1.00000
Reuters911_Day_03.mtx,13332,7451,integer,symmetric,0.00000,1.00000
Reuters911_Day_04.mtx,13332,6232,integer,symmetric,0.00000,1.00000
Reuters911_Day_15.mtx,13332,5754,integer,symmetric,0.00000,1.00000
Reuters911_Day_11.mtx,13332,5120,integer,symmetric,0.00000,1.00000
Reuters911_Day_16.mtx,13332,4893,integer,symmetric,0.00000,1.00000
Reuters911_Day_10.mtx,13332,4705,integer,symmetric,0.00000,1.00000
Reuters911_Day_07.mtx,13332,4602,integer,symmetric,0.00000,1.00000
Reuters911_Day_31.mtx,13332,4025,integer,symmetric,0.00000,1.00000
Reuters911_Day_56.mtx,13332,3988,integer,symmetric,0.00000,1.00000
Reuters911_Day_09.mtx,13332,3884,integer,symmetric,0.00000,1.00000
Reuters911_Day_36.mtx,13332,3822,integer,symmetric,0.00000,1.00000
Reuters911_Day_25.mtx,13332,3822,integer,symmetric,0.00000,1.00000
Reuters911_Day_28.mtx,13332,3816,integer,symmetric,0.00000,1.00000
Reuters911_Day_17.mtx,13332,3687,integer,symmetric,0.00000,1.00000
Reuters911_Day_37.mtx,13332,3675,integer,symmetric,0.00000,1.00000
Reuters911_Day_27.mtx,13332,3610,integer,symmetric,0.00000,1.00000
Reuters911_Day_39.mtx,13332,3568,integer,symmetric,0.00000,1.00000
Reuters911_Day_22.mtx,13332,3566,integer,symmetric,0.00000,1.00000
Reuters911_Day_35.mtx,13332,3548,integer,symmetric,0.00000,1.00000
Reuters911_Day_21.mtx,13332,3543,integer,symmetric,0.00000,1.00000
Reuters911_Day_52.mtx,13332,3523,integer,symmetric,0.00000,1.00000
Reuters911_Day_53.mtx,13332,3465,integer,symmetric,0.00000,1.00000
Reuters911_Day_08.mtx,13332,3437,integer,symmetric,0.00000,1.00000
Reuters911_Day_18.mtx,13332,3405,integer,symmetric,0.00000,1.00000
Reuters911_Day_54.mtx,13332,3390,integer,symmetric,0.00000,1.00000
Reuters911_Day_47.mtx,13332,3200,integer,symmetric,0.00000,1.00000
Reuters911_Day_50.mtx,13332,3182,integer,symmetric,0.00000,1.00000
Reuters911_Day_49.mtx,13332,3135,integer,symmetric,0.00000,1.00000
Reuters911_Day_40.mtx,13332,3133,integer,symmetric,0.00000,1.00000
Reuters911_Day_26.mtx,13332,3125,integer,symmetric,0.00000,1.00000
Reuters911_Day_32.mtx,13332,3124,integer,symmetric,0.00000,1.00000
Reuters911_Day_59.mtx,13332,3095,integer,symmetric,0.00000,1.00000
Reuters911_Day_30.mtx,13332,3076,integer,symmetric,0.00000,1.00000
Reuters911_Day_34.mtx,13332,3068,integer,symmetric,0.00000,1.00000
Reuters911_Day_33.mtx,13332,3032,integer,symmetric,0.00000,1.00000
Reuters911_Day_23.mtx,13332,2993,integer,symmetric,0.00000,1.00000
Reuters911_Day_20.mtx,13332,2983,integer,symmetric,0.00000,1.00000
Reuters911_Day_38.mtx,13332,2941,integer,symmetric,0.00000,1.00000
Reuters911_Day_44.mtx,13332,2935,integer,symmetric,0.00000,1.00000
Reuters911_Day_48.mtx,13332,2919,integer,symmetric,0.00000,1.00000
Reuters911_Day_51.mtx,13332,2889,integer,symmetric,0.00000,1.00000
Reuters911_Day_60.mtx,13332,2883,integer,symmetric,0.00000,1.00000
Reuters911_Day_29.mtx,13332,2841,integer,symmetric,0.00000,1.00000
Reuters911_Day_12.mtx,13332,2775,integer,symmetric,0.00000,1.00000
Reuters911_Day_41.mtx,13332,2774,integer,symmetric,0.00000,1.00000
Reuters911_Day_14.mtx,13332,2695,integer,symmetric,0.00000,1.00000
Reuters911_Day_55.mtx,13332,2652,integer,symmetric,0.00000,1.00000
Reuters911_Day_45.mtx,13332,2579,integer,symmetric,0.00000,1.00000
Reuters911_Day_61.mtx,13332,2576,integer,symmetric,0.00000,1.00000
Reuters911_Day_46.mtx,13332,2487,integer,symmetric,0.00000,1.00000
Reuters911_Day_24.mtx,13332,2396,integer,symmetric,0.00000,1.00000
Reuters911_Day_43.mtx,13332,2374,integer,symmetric,0.00000,1.00000
Reuters911_Day_64.mtx,13332,2350,integer,symmetric,0.00000,1.00000
Reuters911_Day_66.mtx,13332,2274,integer,symmetric,0.00000,1.00000
Reuters911_Day_42.mtx,13332,2243,integer,symmetric,0.00000,1.00000
Reuters911_Day_58.mtx,13332,2181,integer,symmetric,0.00000,1.00000
Reuters911_Day_13.mtx,13332,2132,integer,symmetric,0.00000,1.00000
Reuters911_Day_65.mtx,13332,2132,integer,symmetric,0.00000,1.00000
Reuters911_Day_62.mtx,13332,1997,integer,symmetric,0.00000,1.00000
Reuters911_Day_63.mtx,13332,1955,integer,symmetric,0.00000,1.00000
Reuters911_Day_57.mtx,13332,1889,integer,symmetric,0.00000,1.00000
Reuters911_Day_19.mtx,13332,1885,integer,symmetric,0.00000,1.00000
foldoc.mtx,13356,120238,integer,general,0.00070,0.99930
bayer10.mtx,13436,94926,real,general,0.00050,0.99950
poisson3Da.mtx,13514,352762,real,general,0.00190,0.99810
garon2.mtx,13535,390607,real,general,0.00210,0.99790
cyl6.mtx,13681,363961,integer,symmetric,0.00190,0.99810
cbuckle.mtx,13681,345098,real,symmetric,0.00180,0.99820
cbuckle_G.mtx,13681,263754,real,symmetric,0.00140,0.99860
jan99jac040sc.mtx,13694,82842,real,general,0.00040,0.99960
jan99jac040.mtx,13694,82842,real,general,0.00040,0.99960
bayer02.mtx,13935,63679,real,general,0.00030,0.99970
crystk02.mtx,13965,491274,real,symmetric,0.00250,0.99750
crystm02.mtx,13965,168435,real,symmetric,0.00090,0.99910
appu.mtx,14000,1853104,real,general,0.00950,0.99050
TSOPF_RS_b39_c7.mtx,14098,252446,real,general,0.00130,0.99870
airfoil_2d.mtx,14214,259688,real,general,0.00130,0.99870
lhr14.mtx,14270,307858,real,general,0.00150,0.99850
lhr14c.mtx,14270,307858,real,general,0.00150,0.99850
human_gene2.mtx,14340,9041364,real,symmetric,0.04400,0.95600
case9_A_05.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_10.mtx,14454,75801,real,symmetric,0.00040,0.99960
TSOPF_FS_b9_c6.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_07.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_11.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_06.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_03.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_12.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_08.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_04.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_01.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_02.mtx,14454,75801,real,symmetric,0.00040,0.99960
case9_A_09.mtx,14454,75801,real,symmetric,0.00040,0.99960
TSOPF_RS_b300_c1.mtx,14538,1474325,real,general,0.00700,0.99300
epb1.mtx,14734,95053,real,general,0.00040,0.99960
g7jac050sc.mtx,14760,157990,real,general,0.00070,0.99930
Pres_Poisson.mtx,14822,365313,real,symmetric,0.00170,0.99830
c-46.mtx,14913,72655,real,symmetric,0.00030,0.99970
bips07_1998.mtx,15066,62198,real,general,0.00030,0.99970
c-47.mtx,15343,113372,real,symmetric,0.00050,0.99950
TSOPF_RS_b162_c3.mtx,15374,610299,real,general,0.00260,0.99740
OPF_3754.mtx,15435,86854,real,symmetric,0.00040,0.99960
bcsstk25.mtx,15439,133840,real,symmetric,0.00060,0.99940
bcsstm25.mtx,15439,15439,real,symmetric,0.00010,0.99990
poli_large.mtx,15575,33074,real,general,0.00010,0.99990
powersim.mtx,15838,67562,real,general,0.00030,0.99970
Dubcova1.mtx,16129,134569,real,symmetric,0.00050,0.99950
olafu.mtx,16146,515651,real,symmetric,0.00200,0.99800
sinc18.mtx,16428,973826,real,general,0.00360,0.99640
fd18.mtx,16428,63406,real,general,0.00020,0.99980
ncvxqp9.mtx,16554,31547,real,symmetric,0.00010,0.99990
ex11.mtx,16614,1096948,real,general,0.00400,0.99600
astro-ph.mtx,16706,121251,real,symmetric,0.00040,0.99960
cond-mat.mtx,16726,47594,real,symmetric,0.00020,0.99980
bips07_2476.mtx,16861,66498,real,general,0.00020,0.99980
poli3.mtx,16955,37849,real,general,0.00010,0.99990
Si10H16.mtx,17077,446500,real,symmetric,0.00150,0.99850
e40r0100.mtx,17281,553562,real,general,0.00190,0.99810
gyro.mtx,17361,519260,real,symmetric,0.00170,0.99830
gyro_k.mtx,17361,519260,real,symmetric,0.00170,0.99830
gyro_M.mtx,17361,178896,real,symmetric,0.00060,0.99940
gyro_m.mtx,17361,178896,real,symmetric,0.00060,0.99940
cvxqp3.mtx,17500,69981,real,symmetric,0.00020,0.99980
bodyy4.mtx,17546,69742,real,symmetric,0.00020,0.99980
lhr17c.mtx,17576,381975,real,general,0.00120,0.99880
lhr17.mtx,17576,381975,real,general,0.00120,0.99880
g7jac060sc.mtx,17730,203316,real,general,0.00060,0.99940
g7jac060.mtx,17730,203316,real,general,0.00060,0.99940
memplus.mtx,17758,126150,real,general,0.00040,0.99960
FEM_3D_thermal1.mtx,17880,430740,real,general,0.00130,0.99870
nd6k.mtx,18000,3457658,real,symmetric,0.01070,0.98930
mark3jac040.mtx,18289,113435,real,general,0.00030,0.99970
mark3jac040sc.mtx,18289,113435,real,general,0.00030,0.99970
c-48.mtx,18354,92217,real,symmetric,0.00030,0.99970
shermanACb.mtx,18510,145149,real,general,0.00040,0.99960
nmos3.mtx,18588,386594,real,general,0.00110,0.99890
bodyy5.mtx,18589,73935,real,symmetric,0.00020,0.99980
TSOPF_RS_b678_c1.mtx,18696,4396289,real,general,0.01260,0.98740
bodyy6.mtx,19366,77057,real,symmetric,0.00020,0.99980
ex35.mtx,19716,228208,real,general,0.00060,0.99940
raefsky4.mtx,19779,674195,real,symmetric,0.00170,0.99830
Si5H12.mtx,19896,379247,real,symmetric,0.00100,0.99900
LFAT5000_M.mtx,19994,49980,real,symmetric,0.00010,0.99990
LFAT5000_E.mtx,19994,49980,real,symmetric,0.00010,0.99990
LFAT5000.mtx,19994,49980,real,symmetric,0.00010,0.99990
LF10000.mtx,19998,59990,real,symmetric,0.00020,0.99980
LF10000_E.mtx,19998,59990,real,symmetric,0.00020,0.99980
LF10000_M.mtx,19998,59990,real,symmetric,0.00020,0.99980
Trefethen_20000b.mtx,19999,287217,integer,symmetric,0.00070,0.99930
Trefethen_20000.mtx,20000,287233,integer,symmetric,0.00070,0.99930
qpband.mtx,20000,30000,real,symmetric,0.00010,0.99990
chipcool0.mtx,20082,281150,real,general,0.00070,0.99930
chipcool1.mtx,20082,281150,real,general,0.00070,0.99930
chipcool0_E.mtx,20082,20082,real,symmetric,0.00010,1.00000
chipcool1_E.mtx,20082,20082,real,symmetric,0.00010,1.00000
rail_20209_E.mtx,20209,79841,real,symmetric,0.00020,0.99980
rail_20209.mtx,20209,79721,real,symmetric,0.00020,0.99980
t3dl.mtx,20360,265113,real,symmetric,0.00060,0.99940
t3dl_a.mtx,20360,265113,real,symmetric,0.00060,0.99940
t3dl_E.mtx,20360,20360,real,symmetric,0.00000,1.00000
t3dl_e.mtx,20360,20360,real,symmetric,0.00000,1.00000
TSOPF_RS_b162_c4.mtx,20374,812749,real,general,0.00200,0.99800
ns3Da.mtx,20414,1679599,real,general,0.00400,0.99600
cz20468.mtx,20468,206076,real,general,0.00050,0.99950
bayer04.mtx,20545,159082,real,general,0.00040,0.99960
jan99jac060.mtx,20614,127182,real,general,0.00030,0.99970
jan99jac060sc.mtx,20614,127182,real,general,0.00030,0.99970
rajat27.mtx,20640,99777,real,general,0.00020,0.99980
descriptor_xingo6u.mtx,20738,73916,real,general,0.00020,0.99980
Ill_Stokes.mtx,20896,191368,real,general,0.00040,0.99960
xingo3012.mtx,20944,74386,real,general,0.00020,0.99980
bips07_3078.mtx,21128,75729,real,general,0.00020,0.99980
c-49.mtx,21132,89087,real,symmetric,0.00020,0.99980
raefsky3.mtx,21200,1488768,real,general,0.00330,0.99670
tube2.mtx,21498,459277,integer,symmetric,0.00100,0.99900
std1_Jac3.mtx,21982,1455848,real,general,0.00300,0.99700
std1_Jac2.mtx,21982,1248731,real,general,0.00260,0.99740
std1_Jac3_db.mtx,21982,531826,real,general,0.00110,0.99890
